DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,YEAR,MO,DY,HR,T2M,QV2M,WS10M,PRECTOTCORR,ALLSKY_SFC_UV_INDEX
12/18/2006 2:00,0.284466667,0.109066667,246.891,1.256666667,0,0,0,2006,12,18,2,0.44,3.85,1.76,0.01,0
12/18/2006 3:00,0.309933333,0.147766667,245.7318333,1.4,0,0.566666667,0,2006,12,18,3,0.32,3.78,1.77,0.01,0
12/18/2006 4:00,1.026333333,0.08,245.507,4.176666667,0,0.066666667,12.55,2006,12,18,4,0.23,3.78,1.72,0.01,0
12/18/2006 5:00,0.2935,0.121933333,245.2531667,1.293333333,0,0.466666667,0,2006,12,18,5,-0.01,3.78,1.56,0.01,0
12/18/2006 6:00,0.61,0.1129,245.7043333,2.6,0,0.083333333,0,2006,12,18,6,-0.29,3.78,1.82,0.01,0
12/18/2006 7:00,2.450433333,0.153,240.9623333,10.22,0.083333333,0.45,11.3,2006,12,18,7,-0.33,3.78,1.96,0.01,0
12/18/2006 8:00,2.082133333,0.073733333,237.8803333,8.726666667,12.46666667,0.033333333,17.35,2006,12,18,8,0.95,3.91,2.48,0,0.05
12/18/2006 9:00,1.629333333,0.085166667,237.4046667,6.816666667,5.166666667,0.483333333,17.26666667,2006,12,18,9,2.22,4.09,3.14,0.01,0.15
12/18/2006 10:00,1.309633333,0.052833333,239.0805,5.426666667,0,0,17.5,2006,12,18,10,3.91,4.27,3.89,0.02,0.33
12/18/2006 11:00,1.561933333,0.127333333,239.771,6.47,0,0.516666667,17.6,2006,12,18,11,4.8,4.27,4.48,0.02,0.4
12/18/2006 12:00,1.756066667,0.0873,242.58,7.246666667,0,0,18.01666667,2006,12,18,12,5.05,4.15,4.7,0.01,0.35
12/18/2006 13:00,1.682066667,0.1265,241.9541667,6.94,0,0.533333333,17.36666667,2006,12,18,13,5.02,4.03,4.87,0,0.23
12/18/2006 14:00,1.733033333,0.0493,242.1965,7.096666667,0,0,17.38333333,2006,12,18,14,4.24,4.09,4.08,0,0.08
12/18/2006 15:00,1.7843,0.104066667,242.4235,7.31,0,0.516666667,17.98333333,2006,12,18,15,1.8,4.03,3.25,0,0.02
12/18/2006 16:00,1.9493,0.204433333,242.3806667,8.096666667,0,0,17.98333333,2006,12,18,16,0.69,3.91,3.97,0,0
12/18/2006 17:00,2.1549,0.0978,238.7291667,8.993333333,0,0.333333333,17.45,2006,12,18,17,0.4,3.85,4.47,0,0
12/18/2006 18:00,2.402533333,0.0791,236.6685,10.08333333,0,0.25,16.91666667,2006,12,18,18,-0.15,3.78,4.51,0,0
12/18/2006 19:00,2.6145,0.200766667,235.3291667,11.19,0,9.1,0,2006,12,18,19,-0.5,3.78,4.61,0,0
12/18/2006 20:00,3.050566667,0.120366667,234.5243333,13.04666667,0,0.5,13.25,2006,12,18,20,-0.75,3.72,4.78,0,0
12/18/2006 21:00,2.169733333,0.071733333,237.5908333,9.24,0,0,3.716666667,2006,12,18,21,-0.84,3.66,5.16,0,0
12/18/2006 22:00,1.7388,0.107966667,240.2115,7.25,0,8.85,0,2006,12,18,22,-0.97,3.6,5.51,0,0
12/18/2006 23:00,1.547266667,0.1325,242.6593333,6.6,0,20.31666667,0,2006,12,18,23,-0.95,3.6,6.06,0,0
12/19/2006 0:00,0.837133333,0.092833333,242.0711667,3.543333333,0,0.966666667,8.15,2006,12,19,0,-0.92,3.54,6.6,0,0
12/19/2006 1:00,0.353033333,0.075866667,241.8083333,1.57,0,0.25,0.733333333,2006,12,19,1,-0.79,3.54,7.13,0,0
12/19/2006 2:00,0.327233333,0.105733333,245.7795,1.463333333,0,0.633333333,0,2006,12,19,2,-1.12,3.48,6.9,0,0
12/19/2006 3:00,0.3083,0.073,244.4631667,1.363333333,0,0.166666667,0,2006,12,19,3,-1.31,3.42,6.87,0,0
12/19/2006 4:00,0.327833333,0.102466667,244.1865,1.5,0,0.716666667,0,2006,12,19,4,-1.53,3.36,6.67,0,0
12/19/2006 5:00,0.306666667,0.070866667,243.0758333,1.38,0,0.166666667,0,2006,12,19,5,-1.76,3.23,6.59,0,0
12/19/2006 6:00,0.796333333,0.1068,242.0296667,3.466666667,0,0.683333333,0,2006,12,19,6,-1.85,3.11,6.5,0,0
12/19/2006 7:00,1.785633333,0.084433333,239.4261667,7.543333333,0,0,7.4,2006,12,19,7,-1.81,3.05,6.53,0,0
12/19/2006 8:00,3.879033333,0.122433333,236.1463333,16.54,9.35,26.18333333,17.1,2006,12,19,8,-0.81,3.11,7.01,0,0.05
12/19/2006 9:00,1.617766667,0.087466667,239.5723333,6.963333333,4.633333333,14.36666667,3.266666667,2006,12,19,9,0.73,3.3,7.13,0,0.17
12/19/2006 10:00,0.437133333,0.125766667,242.3056667,1.943333333,0,1.416666667,0,2006,12,19,10,2.63,3.42,8.18,0,0.38
12/19/2006 11:00,2.321633333,0.084533333,240.325,9.863333333,0,34.35,0,2006,12,19,11,3.92,3.17,9.53,0,0.5
12/19/2006 12:00,0.430666667,0.1327,242.9586667,1.923333333,0,2.916666667,0,2006,12,19,12,4.3,2.99,9.48,0,0.42
12/19/2006 13:00,0.300466667,0.081766667,243.6025,1.293333333,0,0.616666667,0,2006,12,19,13,4.15,2.99,9.01,0,0.23
12/19/2006 14:00,0.302133333,0.118866667,246.9458333,1.333333333,0,0.75,0,2006,12,19,14,3.36,3.05,8.05,0,0.08
12/19/2006 15:00,0.421366667,0.080866667,241.7406667,1.806666667,0,0.166666667,2.216666667,2006,12,19,15,1.76,3.17,7.06,0,0.02
12/19/2006 16:00,1.372133333,0.091666667,242.7143333,5.613333333,0,0.716666667,18.03333333,2006,12,19,16,0.78,3.11,7.09,0,0
12/19/2006 17:00,2.1115,0.144433333,238.6066667,8.843333333,0,0.166666667,17.43333333,2006,12,19,17,0.51,3.11,7.29,0,0
12/19/2006 18:00,2.2047,0.1033,237.6405,9.256666667,0,0.733333333,17.3,2006,12,19,18,0.28,3.05,7.35,0,0
12/19/2006 19:00,1.8421,0.072933333,241.08,7.603333333,0,0.05,11.65,2006,12,19,19,0.03,3.05,7.33,0,0
12/19/2006 20:00,2.940533333,0.237366667,241.3281667,12.48,0,26.9,0,2006,12,19,20,-0.47,2.99,7.08,0,0
12/19/2006 21:00,1.442866667,0.1065,240.87,6.343333333,0,12.45,0,2006,12,19,21,-0.99,2.87,6.88,0,0
12/19/2006 22:00,0.72,0.146,242.6793333,3.013333333,0,1.166666667,0,2006,12,19,22,-1.41,2.81,6.85,0,0
12/19/2006 23:00,0.3837,0.0671,246.6271667,1.583333333,0,0.166666667,0,2006,12,19,23,-1.7,2.75,6.93,0,0
12/20/2006 0:00,0.459833333,0.146,245.8113333,1.986666667,0,0.716666667,0,2006,12,20,0,-1.9,2.69,7,0,0
12/20/2006 1:00,0.258666667,0.056666667,243.8053333,1.113333333,0,0.166666667,0,2006,12,20,1,-2.09,2.62,6.73,0,0
12/20/2006 2:00,0.784366667,0.1236,245.5675,3.243333333,0,0.7,7.933333333,2006,12,20,2,-2.35,2.62,6.25,0,0
12/20/2006 3:00,0.310033333,0.068466667,246.1508333,1.343333333,0,0.166666667,0.7,2006,12,20,3,-2.67,2.56,6.02,0,0
12/20/2006 4:00,0.289,0.097433333,246.4336667,1.246666667,0,0.466666667,0,2006,12,20,4,-2.97,2.56,5.86,0,0
12/20/2006 5:00,0.2627,0.0772,244.7955,1.12,0,0.2,0,2006,12,20,5,-3.5,2.56,5.03,0,0
12/20/2006 6:00,0.2836,0.066566667,244.074,1.18,0,0,0,2006,12,20,6,-3.86,2.56,4.55,0,0
12/20/2006 7:00,1.526633333,0.1923,243.315,6.436666667,0,0.516666667,4.666666667,2006,12,20,7,-3.87,2.62,4.36,0,0
12/20/2006 8:00,2.9176,0.0882,239.7923333,12.20333333,0,9.616666667,17.61666667,2006,12,20,8,-2.27,2.75,5.08,0,0.05
12/20/2006 9:00,1.385533333,0.108366667,243.1228333,5.626666667,0,0.533333333,18.1,2006,12,20,9,-0.34,2.87,5.5,0,0.23
12/20/2006 10:00,1.5103,0.047166667,240.5805,6.25,0,3.233333333,17.71666667,2006,12,20,10,1.52,2.87,6.5,0,0.48
12/20/2006 11:00,2.8924,0.1652,240.5131667,12.07333333,0,25.16666667,17.7,2006,12,20,11,2.75,2.99,6.46,0,0.6
12/20/2006 12:00,1.421033333,0.072133333,242.6063333,5.826666667,0,0.083333333,18.01666667,2006,12,20,12,3.48,3.05,6.14,0,0.52
12/20/2006 13:00,1.4284,0.110166667,242.4676667,5.88,0,0.466666667,18,2006,12,20,13,3.64,3.23,5.47,0,0.3
12/20/2006 14:00,1.2949,0.092666667,244.0345,5.32,0,0.05,16.58333333,2006,12,20,14,2.39,3.48,3.71,0,0.1
12/20/2006 15:00,0.281133333,0.071433333,245.7191667,1.236666667,0,0.2,0,2006,12,20,15,-0.9,3.3,3.43,0,0.02
12/20/2006 16:00,0.468433333,0.109166667,244.1135,2.07,0,0.316666667,0,2006,12,20,16,-2.06,3.23,3.7,0,0
12/20/2006 17:00,0.5735,0.077366667,242.9206667,2.376666667,0,0,0,2006,12,20,17,-2.17,3.23,3.74,0,0
12/20/2006 18:00,2.836833333,0.157966667,239.2406667,11.89333333,0,0.516666667,10.51666667,2006,12,20,18,-2.3,3.23,3.77,0,0
12/20/2006 19:00,3.248633333,0.0877,236.7398333,13.71,0,0,17.18333333,2006,12,20,19,-2.47,3.17,3.75,0,0
12/20/2006 20:00,3.575466667,0.265533333,236.3451667,15.13666667,0,0.516666667,17.11666667,2006,12,20,20,-2.63,3.17,3.76,0,0
12/20/2006 21:00,3.646066667,0.1605,235.9923333,15.40333333,0,0,17.06666667,2006,12,20,21,-2.55,3.17,3.98,0,0
12/20/2006 22:00,3.058966667,0.0881,238.8605,12.75333333,0,0.366666667,17.48333333,2006,12,20,22,-2.45,3.17,4.15,0,0
12/20/2006 23:00,2.381766667,0.1534,242.3911667,9.786666667,0,0.133333333,17.98333333,2006,12,20,23,-2.45,3.17,4.12,0,0
12/21/2006 0:00,1.535866667,0.155533333,243.4258333,6.323333333,0,0,18.13333333,2006,12,21,0,-2.49,3.23,4.05,0,0
12/21/2006 1:00,1.397966667,0.121833333,243.6981667,5.686666667,0,0.516666667,18.18333333,2006,12,21,1,-2.54,3.23,3.98,0,0
12/21/2006 2:00,1.2749,0.0393,243.6536667,5.15,0,0,17.2,2006,12,21,2,-2.59,3.23,4.02,0,0
12/21/2006 3:00,0.3026,0.119866667,244.5671667,1.333333333,0,0.5,0,2006,12,21,3,-2.49,3.23,4.49,0,0
12/21/2006 4:00,0.246733333,0.0425,244.7401667,1.02,0,0,0,2006,12,21,4,-2.48,3.23,4.65,0,0
12/21/2006 5:00,0.2907,0.105833333,243.9495,1.263333333,0,0.383333333,0,2006,12,21,5,-2.4,3.17,4.76,0,0
12/21/2006 6:00,0.295666667,0.053166667,244.8505,1.22,0,0.133333333,0,2006,12,21,6,-2.24,3.17,5.06,0,0
12/21/2006 7:00,1.280466667,0.083833333,241.2936667,5.37,0,0,0,2006,12,21,7,-2.11,3.17,5.37,0,0
12/21/2006 8:00,1.563033333,0.153,239.4945,6.593333333,0,0.5,5.083333333,2006,12,21,8,-1.06,3.3,5.99,0,0.05
12/21/2006 9:00,2.5758,0.0517,238.4776667,10.78,11.1,9.366666667,17.43333333,2006,12,21,9,0.58,3.48,6.48,0,0.23
12/21/2006 10:00,1.7677,0.0708,239.706,7.403333333,9.483333333,0.516666667,14.83333333,2006,12,21,10,2.59,3.72,7.22,0,0.48
12/21/2006 11:00,0.534655172,0.111551724,241.587931,2.382758621,0,0,0,2006,12,21,11,4.23,3.97,7.49,0,0.62
12/21/2006 12:00,0.819133333,0.131166667,242.6741667,3.583333333,0,7.666666667,0,2006,12,21,12,5.17,4.09,7.44,0,0.55
12/21/2006 13:00,1.688233333,0.0645,241.7978333,7.06,0,19.86666667,3.883333333,2006,12,21,13,5.26,4.15,6.98,0,0.3
12/21/2006 14:00,1.0239,0.1185,243.3195,4.336666667,0,1.2,8.333333333,2006,12,21,14,4.19,4.21,5.98,0,0.1
12/21/2006 15:00,0.3074,0.0457,242.9063333,1.363333333,0,0.166666667,0,2006,12,21,15,1.49,4.09,5.04,0,0.02
12/21/2006 16:00,1.360066667,0.0969,239.9063333,5.623333333,0,0.716666667,17.28333333,2006,12,21,16,0.41,4.03,5.48,0,0
12/21/2006 17:00,1.752633333,0.148033333,235.0183333,7.533333333,0,0.166666667,11.98333333,2006,12,21,17,0.33,3.97,5.7,0,0
12/21/2006 18:00,2.4433,0.119833333,233.8943333,10.41666667,0,0.7,16.76666667,2006,12,21,18,0.16,3.97,5.63,0,0
12/21/2006 19:00,2.197133333,0.094433333,235.0005,9.356666667,4.683333333,0.166666667,11.7,2006,12,21,19,-0.13,3.91,5.32,0,0
12/21/2006 20:00,2.437366667,0.251266667,234.5003333,10.44,4.15,0.6,4.283333333,2006,12,21,20,-0.58,3.85,4.97,0,0
12/21/2006 21:00,0.982266667,0.0443,238.3121667,4.103333333,0,0.033333333,8.583333333,2006,12,21,21,-0.72,3.72,4.96,0,0
12/21/2006 22:00,0.280266667,0.093466667,242.8665,1.206666667,0,0.2,0,2006,12,21,22,-1.17,3.66,4.6,0,0
12/21/2006 23:00,0.270433333,0.089466667,245.3503333,1.173333333,0,0.316666667,0,2006,12,21,23,-1.55,3.6,4.61,0,0
12/22/2006 0:00,0.266933333,0.079133333,245.6781667,1.143333333,0,0,0,2006,12,22,0,-1.75,3.54,4.65,0,0
12/22/2006 1:00,0.272,0.0927,244.4538333,1.173333333,0,0.516666667,0,2006,12,22,1,-1.88,3.48,4.65,0,0
12/22/2006 2:00,0.267633333,0.079266667,246.8378333,1.143333333,0,0,0,2006,12,22,2,-1.88,3.42,4.71,0,0
12/22/2006 3:00,0.273866667,0.093533333,245.7928333,1.173333333,0,0.516666667,0,2006,12,22,3,-1.85,3.36,4.85,0,0
12/22/2006 4:00,0.264266667,0.072266667,245.3595,1.136666667,0,0,0,2006,12,22,4,-1.94,3.23,4.92,0,0
12/22/2006 5:00,0.806833333,0.084066667,245.1193333,3.33,0,0.383333333,8.9,2006,12,22,5,-2.08,3.17,4.81,0,0
12/22/2006 6:00,0.479633333,0.0861,245.3093333,2.033333333,0,0.133333333,0,2006,12,22,6,-2.26,3.11,4.54,0,0
12/22/2006 7:00,1.7232,0.106066667,240.929,7.206666667,0,0,3.733333333,2006,12,22,7,-2.38,3.05,4.41,0,0
12/22/2006 8:00,2.7444,0.108033333,240.4503333,11.42666667,11.11666667,0.516666667,17.71666667,2006,12,22,8,-1.67,3.11,4.68,0,0.05
12/22/2006 9:00,1.8963,0.045533333,239.5496667,7.87,10.01666667,0,17.58333333,2006,12,22,9,-0.22,3.23,4.94,0,0.2
12/22/2006 10:00,1.344966667,0.094433333,239.6793333,5.57,0,0.5,17.58333333,2006,12,22,10,1.25,3.3,5.09,0,0.45
12/22/2006 11:00,1.252566667,0.0807,238.3455,5.26,3.75,0,12.7,2006,12,22,11,2.19,3.36,4.85,0,0.55
12/22/2006 12:00,1.228466667,0.384,240.199,5.516666667,10.63333333,0.566666667,0,2006,12,22,12,2.73,3.36,4.61,0,0.5
12/22/2006 13:00,0.6719,0.2478,240.6858333,3.04,0,0,0,2006,12,22,13,2.71,3.36,4.38,0,0.27
12/22/2006 14:00,0.815566667,0.1617,240.8311667,3.55,0,0.566666667,6.033333333,2006,12,22,14,1.58,3.48,3.07,0,0.08
12/22/2006 15:00,1.451633333,0.0987,241.859,5.973333333,0,0,17.91666667,2006,12,22,15,-1.72,3.3,2.97,0,0.02
12/22/2006 16:00,1.5712,0.138566667,241.7948333,6.476666667,0,0.533333333,17.9,2006,12,22,16,-2.88,3.23,3.3,0,0
12/22/2006 17:00,1.4968,0.0918,238.8446667,6.243333333,0,0,10.51666667,2006,12,22,17,-2.95,3.23,3.29,0,0
12/22/2006 18:00,2.686966667,0.305633333,237.5076667,11.39,0,0.516666667,3.9,2006,12,22,18,-3.17,3.23,3.2,0,0
12/22/2006 19:00,3.938166667,0.2473,237.406,16.54,0,0,17.26666667,2006,12,22,19,-3.41,3.23,3.11,0,0
12/22/2006 20:00,3.536066667,0.1398,235.5305,15.05,7.816666667,0.566666667,17.01666667,2006,12,22,20,-3.6,3.23,3.03,0,0
12/22/2006 21:00,4.548666667,0.065933333,235.1361667,19.45333333,9.183333333,0,16.75,2006,12,22,21,-3.59,3.3,2.95,0,0
12/22/2006 22:00,3.065066667,0.089233333,239.1996667,12.98333333,0,0.383333333,0,2006,12,22,22,-3.47,3.3,2.88,0,0
12/22/2006 23:00,2.4192,0.1228,241.93,10.26666667,0,0.133333333,0,2006,12,22,23,-3.31,3.23,2.96,0,0
12/23/2006 0:00,1.698233333,0.082466667,243.0203333,7.436666667,0,0.033333333,0,2006,12,23,0,-3,3.23,2.77,0,0
12/23/2006 1:00,1.7228,0.1174,243.8125,7.55,0,0.483333333,0,2006,12,23,1,-2.63,3.11,2.54,0,0
12/23/2006 2:00,1.700766667,0.068133333,243.8413333,7.51,0,0,0,2006,12,23,2,-2.53,3.05,2.82,0,0
12/23/2006 3:00,1.771533333,0.106666667,243.687,7.656666667,0,0.516666667,0,2006,12,23,3,-2.93,2.93,2.51,0.01,0
12/23/2006 4:00,1.8916,0.064366667,243.006,8.156666667,0,0,2.066666667,2006,12,23,4,-3.15,2.87,2.32,0.01,0
12/23/2006 5:00,2.2291,0.112766667,242.4491667,9.53,0,0.466666667,7.066666667,2006,12,23,5,-3.1,2.87,2.7,0.01,0
12/23/2006 6:00,1.649366667,0.071833333,242.4668333,7.24,0,0.05,0,2006,12,23,6,-3.18,2.81,2.96,0.01,0
12/23/2006 7:00,4.023366667,0.055533333,237.767,16.98333333,0,0,10.85,2006,12,23,7,-3.24,2.75,3.22,0.01,0
12/23/2006 8:00,4.190833333,0.095366667,239.1031667,17.55666667,0,0.516666667,17.5,2006,12,23,8,-2.86,2.75,3.56,0,0.05
12/23/2006 9:00,3.2464,0.078133333,240.8125,13.53,0,0,17.76666667,2006,12,23,9,-2.13,2.75,3.82,0,0.2
12/23/2006 10:00,2.972166667,0.202933333,239.137,12.56,0,0.516666667,8.6,2006,12,23,10,-1.02,2.75,3.67,0,0.4
12/23/2006 11:00,3.159,0.105733333,237.715,13.30333333,0,0,10.81666667,2006,12,23,11,0.06,2.81,3.23,0,0.48
12/23/2006 12:00,2.9288,0.090966667,238.7565,12.35,0,0.166666667,9.566666667,2006,12,23,12,0.73,2.81,2.94,0,0.42
12/23/2006 13:00,3.4063,0.1617,239.8508333,14.31333333,0,0.35,17.61666667,2006,12,23,13,0.89,2.87,2.83,0,0.23
12/23/2006 14:00,3.757966667,0.2449,240.501,15.76,0,0,17.71666667,2006,12,23,14,0.21,3.05,2.1,0,0.08
12/23/2006 15:00,4.0491,0.330966667,241.3135,16.89666667,0,0.516666667,17.83333333,2006,12,23,15,-2.45,2.93,2.04,0,0.02
12/23/2006 16:00,4.3491,0.4026,240.4768333,18.21666667,1.266666667,1.083333333,17.71666667,2006,12,23,16,-3.63,2.93,2.49,0,0
12/23/2006 17:00,5.452533333,0.215966667,233.6441667,23.36,16.18333333,0.666666667,16.75,2006,12,23,17,-3.68,3.05,2.52,0,0
12/23/2006 18:00,3.8794,0.099766667,238.0005,16.36333333,0,0.016666667,17.35,2006,12,23,18,-3.58,3.11,2.48,0,0
12/23/2006 19:00,4.117833333,0.205333333,238.7293333,17.3,0,0.6,17.46666667,2006,12,23,19,-3.08,3.05,2.55,0,0
12/23/2006 20:00,4.1814,0.124766667,238.5188333,17.59666667,0,0.35,17.41666667,2006,12,23,20,-3.01,2.93,3.08,0.01,0
12/23/2006 21:00,3.288433333,0.235766667,238.5946667,13.89333333,0,0.216666667,5.666666667,2006,12,23,21,-3.27,2.81,2.58,0.01,0
12/23/2006 22:00,4.327933333,0.289033333,238.1903333,18.31,14.43333333,0.5,0,2006,12,23,22,-3.15,2.81,2.38,0,0
12/23/2006 23:00,5.562466667,0.128066667,239.8715,23.3,12.6,0.033333333,15.66666667,2006,12,23,23,-3.17,2.81,2.18,0,0
12/24/2006 0:00,4.028,0.090666667,239.1126667,17.08,0,0.5,17.53333333,2006,12,24,0,-3.27,2.81,2.01,0,0
12/24/2006 1:00,3.2757,0.051766667,237.6106667,14.01666667,7.283333333,0.033333333,17.3,2006,12,24,1,-3.4,2.75,1.96,0,0
12/24/2006 2:00,2.303033333,0.103733333,244.4326667,10.06666667,7.683333333,0.366666667,3.666666667,2006,12,24,2,-3.52,2.69,1.85,0,0
12/24/2006 3:00,1.606766667,0.0719,246.862,7.346666667,0,0.15,0,2006,12,24,3,-3.67,2.69,1.75,0,0
12/24/2006 4:00,1.5761,0.0679,245.8661667,7.266666667,0,0.05,0,2006,12,24,4,-3.83,2.62,1.6,0,0
12/24/2006 5:00,1.6319,0.108466667,245.8356667,7.533333333,0,0.466666667,0,2006,12,24,5,-3.95,2.62,1.41,0,0
12/24/2006 6:00,1.8952,0.050666667,245.5908333,8.446666667,0,0,0,2006,12,24,6,-4.03,2.56,1.22,0,0
12/24/2006 7:00,1.4764,0.099666667,242.7953333,6.97,0,0.516666667,0,2006,12,24,7,-4.1,2.56,1.14,0,0
12/24/2006 8:00,1.427766667,0.052266667,241.6986667,6.596666667,0,0,0,2006,12,24,8,-3.8,2.56,1.23,0,0.05
12/24/2006 9:00,2.725666667,0.0939,239.8898333,11.81,0,0.383333333,14.38333333,2006,12,24,9,-3.19,2.62,1.25,0,0.1
12/24/2006 10:00,2.675333333,0.1063,236.6981667,11.37666667,0,8.666666667,17.16666667,2006,12,24,10,-2.35,2.75,1.09,0,0.2
12/24/2006 11:00,2.092933333,0.115533333,237.6681667,8.813333333,0,1.566666667,17.3,2006,12,24,11,-1.16,2.87,0.88,0,0.23
12/24/2006 12:00,1.5,0.219066667,236.9323333,6.446666667,0,6.316666667,2.083333333,2006,12,24,12,-0.21,2.93,0.91,0,0.23
12/24/2006 13:00,3.239933333,0.159,237.2963333,13.78666667,0,30.51666667,5.716666667,2006,12,24,13,0.05,2.99,1.13,0,0.12
12/24/2006 14:00,1.371533333,0.1094,243.928,5.643333333,0,1.533333333,10.05,2006,12,24,14,-0.34,3.11,1.26,0,0.05
12/24/2006 15:00,3.096833333,0.2334,243.1828333,12.82333333,6.55,30.61666667,0,2006,12,24,15,-1.9,3.05,1.24,0,0.02
12/24/2006 16:00,2.007133333,0.1261,243.8806667,8.313333333,6.866666667,0.866666667,9.65,2006,12,24,16,-2.74,3.05,1.58,0,0
12/24/2006 17:00,1.6865,0.097833333,238.0203333,7.13,0,0.516666667,0,2006,12,24,17,-3.02,3.05,1.76,0,0
