hour,month,solar_actual,solar_predicted,solar_cloud_cover,load_actual,load_predicted,cloud_bucket,solar_sigma_bucketed,hour_bucket,load_sigma_bucketed
2,11,0.0,0.0,0,0.317566667,0.3896693566638506,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
3,1,0.0,0.0,0,0.378866667,1.2532066377264888,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
3,2,0.0,0.0,100,0.319266667,0.3307894962272768,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
3,3,0.0,0.0,1,0.299633333,0.4525689762774838,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
3,4,0.0,0.0,81,0.322766667,0.3683934206622686,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
3,5,0.0,0.0,40,0.3154,0.3290725014970481,Partly Cloudy (21-60%),0.13169999380988817,Night (0-5),0.26623059475148414
3,6,0.0,0.0,100,0.483266667,0.5955082673145292,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
3,7,0.0,0.0,100,0.3252,0.4332936931179633,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
3,8,0.0,0.0,100,0.264166667,0.3638813290839816,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
3,9,0.0,0.0,45,0.2828,0.3181876533870605,Partly Cloudy (21-60%),0.13169999380988817,Night (0-5),0.26623059475148414
3,10,0.0,0.0,38,0.386733333,0.3903141761574956,Partly Cloudy (21-60%),0.13169999380988817,Night (0-5),0.26623059475148414
3,11,0.0,0.0,100,0.315866667,0.401463329779839,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
5,1,0.0,0.0,0,0.386,0.3980011901239277,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
5,2,0.0,0.0,1,0.3726,0.4320152312958735,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
5,3,0.0,0.0,100,0.366533333,0.3645379539324413,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
5,4,0.0,0.0,15,0.3438,0.5828916061131344,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
5,5,0.0,0.0,12,0.272033333,0.3519868184946273,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
5,6,0.0,0.0,100,0.3305,0.381972810336132,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
5,7,0.0,0.0,100,0.3055,0.3311917634537279,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
5,8,0.0,0.0,95,0.9396,0.7727455532751277,Overcast (61-100%),0.13859155046631544,Night (0-5),0.26623059475148414
5,9,0.0,0.0,6,0.734933333,0.3397755587624824,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
5,10,0.0,0.0,0,0.439333333,0.4686729440267745,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
5,11,0.0,0.0,0,0.391266667,0.4074012516986893,Clear (0-20%),0.08508357820987383,Night (0-5),0.26623059475148414
6,1,0.0,0.0016850154093268,0,1.2705,1.1524262305702526,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
6,2,0.0,0.0030145503112527,100,1.301288136,1.178738349850356,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
6,3,0.0,0.0296364435200464,0,0.325966667,0.7519023604240093,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
6,4,0.207912364,0.1893608200329165,32,0.352933333,0.8417967095102867,Partly Cloudy (21-60%),0.13169999380988817,Morning (6-11),0.48000046202624025
6,5,0.02855358,0.1904292810559749,13,0.997266667,0.6825503004368373,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
6,6,0.026650008,0.0352399563279212,100,1.094233333,0.5983603833291004,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
6,7,0.014382544,0.0364981434563867,100,0.451333333,0.4120169569041016,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
6,8,0.0040186519999999,0.0252472011614769,100,0.315833333,0.4557588610869448,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
6,9,0.0040186519999999,0.0052395395913782,98,0.878266667,0.974982077982294,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
6,10,0.0,0.0817621845244231,59,1.1876,1.117677347210038,Partly Cloudy (21-60%),0.13169999380988817,Morning (6-11),0.48000046202624025
6,11,0.0,0.0505505172655641,100,1.6285,0.7954988874933776,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
8,1,0.248310392,0.2395702653009724,0,3.779,2.412526692314113,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
8,2,0.279825084,0.2824871871031141,0,1.824733333,1.961496472932538,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
8,3,0.2093929199999999,0.3826634411499556,65,0.416266667,0.4783519671765102,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
8,4,0.3491997079999999,0.3769061260035032,100,0.381,0.6963308922215331,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
8,5,0.4219584599999999,0.4709895960716532,99,1.599433333,1.6737539096478384,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
8,6,0.324241764,0.1993257106097629,100,1.539733333,1.2204090417422433,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
8,7,0.22102586,0.1299738793464047,100,1.3219,1.3650205609445902,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
8,8,0.5566890560000001,0.5080262901737145,57,0.3033,0.31949936860121,Partly Cloudy (21-60%),0.13169999380988817,Morning (6-11),0.48000046202624025
8,9,0.5822815240000001,0.574910749662172,16,1.4102,1.6539715241752853,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
8,10,0.563457312,0.547334390216976,19,1.7274,1.9558510231102093,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
8,11,0.45156958,0.4231046792951835,0,1.901533333,1.6786169426610988,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,1,0.6895160800000001,0.9942424092663336,0,1.904033333,2.7618846066931906,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,2,0.614219232,0.6485214108775763,100,1.373433333,1.88573631653378,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
9,3,0.9655340200000002,1.0811950566822208,0,0.3872,0.800678043505921,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,4,1.45729012,1.38518298460805,5,0.745433333,0.5054484017976335,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,5,1.036600708,1.4280047770350353,0,1.809733333,1.6891998900232148,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,6,0.791462936,0.6880278766629206,100,1.022833333,1.369711224417435,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
9,7,0.558169612,0.2550565407198584,100,1.251166667,1.0007971837104612,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
9,8,0.727164504,0.4742731395949166,100,0.309633333,0.3025770582776999,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
9,9,1.081017388,1.298217959564548,17,0.994266667,1.4719556888505827,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,10,1.045061028,1.256089203059898,9,3.2096,1.5153622695242803,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
9,11,0.652079164,0.8621874805987759,80,1.779833333,1.6047780396121545,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
11,1,1.488593304,1.5049441869137137,0,2.1202,2.1650129693795352,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
11,2,1.567908804,1.5730362376783855,0,2.089766667,1.4510852640024308,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
11,3,0.9651110040000002,1.2209801716836528,100,2.396633333,0.6464630401666208,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
11,4,1.614017548,1.6234668731961006,16,1.011033333,1.3649054081115763,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
11,5,1.50064926,1.4493399236328772,29,1.261233333,1.4717788347259877,Partly Cloudy (21-60%),0.13169999380988817,Morning (6-11),0.48000046202624025
11,6,0.507830708,0.4553230433920503,100,0.933666667,0.5906761333521312,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
11,7,0.365697332,0.3079349587769317,100,0.3096,0.4477269695805451,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
11,8,1.5706584080000003,1.0879870587707188,100,0.339266667,0.3291472476444056,Overcast (61-100%),0.13859155046631544,Morning (6-11),0.48000046202624025
11,9,1.745152508,1.6236317536967553,29,0.844566667,0.5938896617150065,Partly Cloudy (21-60%),0.13169999380988817,Morning (6-11),0.48000046202624025
11,10,1.708773132,1.681346503047335,9,0.992933333,1.7618226559256334,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
11,11,1.622900884,1.6131378246806651,0,1.5032,0.7625429100120416,Clear (0-20%),0.08508357820987383,Morning (6-11),0.48000046202624025
12,1,1.6795850280000002,1.6904486611686724,0,1.7746,1.8297922481189872,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
12,2,1.557333404,1.0229514459392783,100,1.6123,2.22221406737209,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
12,3,1.7840699800000002,1.7394138282889515,48,2.122766667,2.594323970954487,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
12,4,1.8348319,1.8049362676851195,8,0.460666667,0.816900606584085,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
12,5,1.838216028,1.8611215080448704,3,0.7979,0.9146179916544932,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
12,6,1.3458254039999995,1.1114474067889375,100,0.658466667,1.1184005416808154,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
12,7,0.7034756080000001,0.8646697917129239,100,0.3046,0.4834322218816494,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
12,8,1.5761576160000002,1.1876940999369567,100,0.2644,0.4765584167453739,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
12,9,1.861058892,1.7843681958204067,88,0.824466667,1.1765089677308376,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
12,10,1.243878548,1.646103424733081,32,0.946066667,0.9834810557324964,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
12,11,1.348151992,1.330743940383417,100,1.346133333,1.506720172546036,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
14,1,1.5863100000000003,1.5956954099703042,0,1.553866667,1.399731698811565,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
14,2,1.680854076,1.688797669296622,0,0.989933333,1.890734554836332,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
14,3,1.7514977480000002,1.374859240297661,55,0.522733333,0.5107961294362758,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
14,4,1.621420328,1.5209332566424456,36,0.388233333,0.5031538398311918,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
14,5,1.4152000279999997,1.3380239743583378,86,0.988233333,0.8853662696223373,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
14,6,0.999163792,0.9652403692259902,100,1.041966667,1.0203617948339738,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
14,7,0.4995818959999999,0.3064595631778715,100,0.291833333,0.4084339809599665,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
14,8,1.3676107279999998,1.2831128896122013,53,0.2915,0.3730715865273856,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
14,9,1.3794551760000002,1.2860256920936504,37,0.420966667,0.981844408248189,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
14,10,1.235629736,1.4820590699871434,16,1.9145,1.2902618464208364,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
14,11,1.5177814080000005,1.517744469121601,0,0.548433333,0.5166669684640395,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
15,1,1.2781428440000002,1.081379144353399,0,1.558633333,1.4253661703270173,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
15,2,1.1692162239999997,0.8328143862495917,100,0.6435,1.0810536396236152,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
15,3,1.4367738439999995,1.1820811670057032,6,0.638566667,0.6995377947706001,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
15,4,0.928308612,0.96160566812598,73,0.386733333,0.5875953193229524,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
15,5,1.08503604,1.0839093101684252,29,1.3665,1.1357733285690492,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
15,6,1.1347404200000002,0.9684970400433036,100,1.6852,1.2377146429687569,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
15,7,0.494505704,0.4277902897872384,100,0.321066667,0.3928367466917952,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
15,8,1.1142241439999998,0.7898442907910401,100,0.313666667,0.3225609238874061,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
15,9,1.314945236,1.2649939411435027,61,0.777233333,0.6358335189095147,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
15,10,1.168158684,1.082571393298215,12,0.9038,1.6671845811867323,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
15,11,0.804999448,0.8209534886382887,100,0.486066667,0.7377794515667667,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
17,1,0.41349814,0.4184279306783736,0,2.1552,1.7273014474406672,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
17,2,0.483930304,0.4916153747165239,0,1.468466667,1.4401339545287282,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
17,3,0.517983092,0.3164268358766723,97,0.719233333,0.804980645584223,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
17,4,0.559227152,0.5383567699432876,9,0.379433333,0.5292464515525053,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
17,5,0.512483884,0.4998237574652483,10,1.310666667,1.1009925333451938,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
17,6,0.0736047839999999,0.177866272956647,100,1.661433333,1.0543551878065365,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
17,7,0.104061936,0.161782392017133,100,0.283033333,0.3564963983814069,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
17,8,0.4957747520000001,0.4609163340703647,55,0.918433333,0.8808558892933488,Partly Cloudy (21-60%),0.13169999380988817,Afternoon (12-17),0.5114326464003869
17,9,0.420689412,0.3971974358179572,81,0.716466667,0.5678876036334315,Overcast (61-100%),0.13859155046631544,Afternoon (12-17),0.5114326464003869
17,10,0.279613576,0.3029555036654588,11,0.417833333,1.016801100136141,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
17,11,0.245772296,0.2403751277827609,0,2.2828,0.7511695959521976,Clear (0-20%),0.08508357820987383,Afternoon (12-17),0.5114326464003869
18,1,0.049281364,0.0364231394521742,0,1.816,2.427743209578113,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
18,2,0.054146048,0.0238624572222145,100,1.7703,1.84864132712976,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
18,3,0.150593696,0.1091341345345061,27,1.557366667,1.1584381362536824,Partly Cloudy (21-60%),0.13169999380988817,Evening (18-23),0.6074957912063365
18,4,0.010152384,0.0727716562642808,2,0.474466667,0.4796844188122845,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
18,5,0.1831659279999999,0.1733628139340348,5,0.887366667,0.9383392922086732,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
18,6,0.2320242759999999,0.1336843409916735,100,1.810233333,1.4128464084365149,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
18,7,0.21362308,0.1082324532598752,100,0.3363,0.3635647676596029,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
18,8,0.176397672,0.0936280989958105,99,0.303233333,0.530743332490434,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
18,9,0.154823856,0.143448936426179,91,0.47,1.1467218988350445,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
18,10,0.01374802,0.0146546099531774,5,1.747333333,0.8191049659807905,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
18,11,0.0040186519999999,0.0018458336153531,98,2.809833333,2.280248720475176,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
20,1,0.0,0.0,0,3.058133333,2.637666851432332,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
20,2,0.0,0.0,0,1.6769,2.229701381670953,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
20,3,0.0,0.0,0,1.466133333,2.1375984671042647,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
20,4,0.0,0.0,1,1.829466667,1.1837478922100133,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
20,5,0.0,0.0,4,0.602766667,1.515318462012987,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
20,6,0.0,0.0,100,0.975833333,1.1652846766656202,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
20,7,0.0,0.0,100,0.738566667,1.013105470691238,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
20,8,0.0,0.0,68,0.328366667,0.3297369318584295,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
20,9,0.0,0.0,90,2.647433333,1.7416812580809131,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
20,10,0.0,0.0,18,2.377,2.067727073615917,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
20,11,0.0,0.0,0,3.7867,2.376193088928976,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
21,1,0.0,0.0,0,3.0337,2.633195912840141,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
21,2,0.0,0.0,100,2.8363,2.3418047821781025,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
21,3,0.0,0.0,0,1.6969,1.8177280839865275,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
21,4,0.0,0.0,5,1.0706,1.8070755740897684,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
21,5,0.0,0.0,2,0.878233333,1.1550336863181525,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
21,6,0.0,0.0,100,1.144666667,0.8122811658943035,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
21,7,0.0,0.0,100,0.295133333,0.9636553152624084,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
21,8,0.0,0.0,100,0.305466667,0.3367616783881362,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
21,9,0.0,0.0,100,1.295166667,2.3622688479864964,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
21,10,0.0,0.0,7,2.164866667,2.164815208870924,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
21,11,0.0,0.0,99,2.936066667,2.6568157299734194,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
23,1,0.0,0.0,0,2.378866667,1.6826473161894808,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
23,2,0.0,0.0,0,0.4314,1.443814066323199,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
23,3,0.0,0.0,2,0.446333333,1.0367750656950987,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
23,4,0.0,0.0,0,0.4843,0.6185140118340674,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
23,5,0.0,0.0,3,1.3298,0.9115574587236448,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
23,6,0.0,0.0,100,2.101833333,1.0622366217366352,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
23,7,0.0,0.0,100,0.279933333,0.5888700705843976,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
23,8,0.0,0.0,55,0.312233333,0.3876275098054998,Partly Cloudy (21-60%),0.13169999380988817,Evening (18-23),0.6074957912063365
23,9,0.0,0.0,100,0.435166667,0.5265728081393946,Overcast (61-100%),0.13859155046631544,Evening (18-23),0.6074957912063365
23,10,0.0,0.0,48,0.370866667,0.9044828531358856,Partly Cloudy (21-60%),0.13169999380988817,Evening (18-23),0.6074957912063365
23,11,0.0,0.0,0,1.226033333,1.525739147731145,Clear (0-20%),0.08508357820987383,Evening (18-23),0.6074957912063365
