DateTime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,YEAR,MO,DY,HR,T2M,QV2M,WS10M,PRECTOTCORR,ALLSKY_SFC_UV_INDEX,hour,day_of_week,month,is_weekend,power_lag_1,power_lag_2,power_lag_3,power_lag_12,power_lag_24,power_lag_48,power_lag_168,rolling_mean_3h,rolling_mean_24h,rolling_std_24h,rolling_mean_168h
2006-12-25 00:00:00,0.999566667,0.128466667,244.1065,4.146666667,0.0,0.15,2.95,2006.0,12.0,25.0,0.0,-2.95,2.93,2.42,0.0,0.0,0,0,12,0,0.486333333,0.479766667,0.484033333,1.5,4.028,1.698233333,0.276366667,0.48337777766666723,1.7708416665833333,1.021134453942583,1.7339481458392858
2006-12-25 01:00:00,1.206766667,0.1019,244.6745,4.93,0.0,0.0,11.55,2006.0,12.0,25.0,1.0,-3.02,2.87,2.67,0.0,0.0,1,0,12,0,0.999566667,0.486333333,0.479766667,3.239933333,3.2757,1.7228,0.3133,0.6552222223333339,1.6446569443749999,0.9112919053089482,1.7382529077440474
2006-12-25 02:00:00,0.438,0.1233,248.5363333,1.843333333,0.0,0.6,0.0,2006.0,12.0,25.0,2.0,-2.86,2.87,2.85,0.0,0.0,2,0,12,0,1.206766667,0.999566667,0.486333333,1.371533333,2.303033333,1.700766667,0.284466667,0.8975555556666673,1.5584513888333333,0.8457954949154741,1.7435711617142857
2006-12-25 03:00:00,0.589966667,0.0737,248.2818333,2.4,0.0,0.0,0.0,2006.0,12.0,25.0,3.0,-2.74,2.93,3.0,0.0,0.0,3,0,12,0,0.438,1.206766667,0.999566667,3.096833333,1.606766667,1.771533333,0.309933333,0.8814444446666672,1.480741666625,0.859969369095227,1.7444850506011904
2006-12-25 04:00:00,0.578666667,0.054666667,248.7293333,2.346666667,0.0,0.0,0.0,2006.0,12.0,25.0,4.0,-2.73,2.93,3.04,0.0,0.0,4,0,12,0,0.589966667,0.438,1.206766667,2.007133333,1.5761,1.8916,1.026333333,0.7449111113333339,1.4383749999583335,0.8783410161642359,1.7461519156845238
2006-12-25 05:00:00,0.6201,0.140066667,248.0946667,2.51,0.0,0.616666667,0.0,2006.0,12.0,25.0,5.0,-2.74,2.99,3.02,0.0,0.0,5,0,12,0,0.578666667,0.589966667,0.438,1.6865,1.6319,2.2291,0.2935,0.5355444446666673,1.39681527775,0.8949808068245259,1.7434872331488096
2006-12-25 06:00:00,0.264066667,0.069133333,247.0038333,1.09,0.0,0.0,0.0,2006.0,12.0,25.0,6.0,-2.8,2.99,3.09,0.0,0.0,6,0,12,0,0.6201,0.578666667,0.589966667,0.5052,1.8952,1.649366667,0.61,0.5962444446666674,1.3546569444166667,0.9071731252208136,1.7454312807678571
2006-12-25 07:00:00,0.6768,0.055,243.3921667,2.833333333,0.0,0.15,0.333333333,2006.0,12.0,25.0,7.0,-2.74,3.05,3.37,0.0,0.0,7,0,12,0,0.264066667,0.6201,0.578666667,0.454033333,1.4764,4.023366667,2.450433333,0.4876111113333339,1.2866930555416667,0.9258249673410835,1.7433721537857145
2006-12-25 08:00:00,2.6111,0.1888,242.3991667,10.79,0.0,0.433333333,10.61666667,2006.0,12.0,25.0,8.0,-1.99,3.11,4.17,0.0,0.05,8,0,12,0,0.6768,0.264066667,0.6201,0.4741,1.427766667,4.190833333,2.082133333,0.5203222223333339,1.253376388875,0.9330602716273568,1.7328148125178569
2006-12-25 09:00:00,1.493466667,0.182266667,244.1876667,6.126666667,0.0,0.0,0.0,2006.0,12.0,25.0,9.0,-1.07,3.23,4.4,0.0,0.12,9,0,12,0,2.6111,0.6768,0.264066667,0.484033333,2.725666667,3.2464,1.629333333,1.1839888890000005,1.3026819444166666,0.9730831849016446,1.7359634236309522
2006-12-25 10:00:00,1.915666667,0.265433333,242.3171667,7.916666667,0.0,0.583333333,0.0,2006.0,12.0,25.0,10.0,-0.06,3.36,4.36,0.0,0.25,10,0,12,0,1.493466667,2.6111,0.6768,0.479766667,2.675333333,2.972166667,1.309633333,1.5937888890000007,1.25134027775,0.9261125022508009,1.7351546934761906
2006-12-25 11:00:00,3.0446,0.156766667,241.6805,12.69666667,9.683333333,0.0,11.73333333,2006.0,12.0,25.0,11.0,1.3,3.6,4.18,0.0,0.38,11,0,12,0,1.915666667,1.493466667,2.6111,0.486333333,2.092933333,3.159,1.561933333,2.0067444446666673,1.2196874999999998,0.8875042732754744,1.73876203475
2006-12-25 12:00:00,2.9126,0.323666667,241.051,12.44666667,22.65,0.0,4.533333333,2006.0,12.0,25.0,12.0,1.98,3.72,4.0,0.0,0.27,12,0,12,0,3.0446,1.915666667,1.493466667,0.999566667,1.5,2.9288,1.756066667,2.1512444446666676,1.2593402777916667,0.9474514861462586,1.7475874315773812
2006-12-25 13:00:00,2.224933333,0.2029,242.2851667,9.47,18.7,0.566666667,0.0,2006.0,12.0,25.0,13.0,2.14,3.78,3.75,0.0,0.15,13,0,12,0,2.9126,3.0446,1.915666667,1.206766667,3.239933333,3.4063,1.682066667,2.6242888890000007,1.318198611125,1.005171122211313,1.7544715585595239
2006-12-25 14:00:00,1.783733333,0.0884,245.512,7.423333333,5.65,0.0,5.116666667,2006.0,12.0,25.0,14.0,1.29,3.78,2.49,0.0,0.05,14,0,12,0,2.224933333,2.9126,3.0446,0.438,1.371533333,3.757966667,1.733033333,2.7273777776666677,1.2759069444583333,0.9400431101645597,1.7577029077619049
2006-12-25 15:00:00,1.740333333,0.158966667,245.8356667,7.176666667,6.0,0.35,9.583333333,2006.0,12.0,25.0,15.0,-0.58,3.72,2.02,0.0,0.02,15,0,12,0,1.783733333,2.224933333,2.9126,0.589966667,3.096833333,4.0491,1.7843,2.307088888666667,1.2930819444583332,0.9456152316596415,1.7580046934761906
2006-12-25 16:00:00,3.872833333,0.4538,241.6946667,16.3,27.41666667,0.233333333,0.0,2006.0,12.0,25.0,16.0,-1.07,3.66,2.19,0.0,0.0,16,0,12,0,1.740333333,1.783733333,2.224933333,0.578666667,2.007133333,4.3491,1.9493,1.9163333330000007,1.236561111125,0.870686187376877,1.7577429871249997
2006-12-25 17:00:00,2.0718,0.286,239.329,8.753333333,3.8,0.0,4.366666667,2006.0,12.0,25.0,17.0,-0.99,3.6,2.27,0.01,0.0,17,0,12,0,3.872833333,1.740333333,1.783733333,0.6201,1.6865,5.452533333,2.1549,2.465633333000001,1.3142986111250001,1.0139738199475727,1.7691925902976189
2006-12-25 18:00:00,2.423066667,0.206866667,239.8891667,10.13666667,0.0,4.55,6.5,2006.0,12.0,25.0,18.0,-1.02,3.54,2.26,0.01,0.0,18,0,12,0,2.0718,3.872833333,1.740333333,0.264066667,0.5052,3.8794,2.402533333,2.5616555553333344,1.3303527777916666,1.0231319283210547,1.768697947440476
2006-12-25 19:00:00,1.6295,0.153666667,241.3288333,6.776666667,0.0,5.083333333,0.0,2006.0,12.0,25.0,19.0,-1.15,3.48,2.17,0.01,0.0,19,0,12,0,2.423066667,2.0718,3.872833333,0.6768,0.454033333,4.117833333,2.6145,2.789233333333334,1.4102638889166668,1.0307503253512864,1.7688201696666663
2006-12-25 20:00:00,1.977133333,0.222033333,241.7346667,8.216666667,0.0,0.05,6.183333333,2006.0,12.0,25.0,20.0,-1.31,3.36,2.17,0.01,0.0,20,0,12,0,1.6295,2.423066667,2.0718,2.6111,0.4741,4.1814,3.050566667,2.041455555666668,1.4592416667083334,1.011077325021863,1.7629570744285714
2006-12-25 21:00:00,3.836866667,0.149866667,238.556,16.14333333,7.266666667,16.61666667,17.43333333,2006.0,12.0,25.0,21.0,-1.44,3.3,2.1,0.01,0.0,21,0,12,0,1.977133333,1.6295,2.423066667,1.493466667,0.484033333,3.288433333,2.169733333,2.0099000000000005,1.5218680555833333,0.993805976591625,1.756567590297619
2006-12-25 22:00:00,4.214866667,0.069566667,237.7605,17.74333333,9.166666667,1.483333333,5.683333333,2006.0,12.0,25.0,22.0,-1.6,3.23,1.95,0.01,0.0,22,0,12,0,3.836866667,1.977133333,1.6295,1.915666667,0.479766667,4.327933333,1.7388,2.481166666666667,1.6615694445000002,1.0739945657179322,1.766491003
2006-12-25 23:00:00,2.592233333,0.149433333,243.218,10.62,0.0,1.233333333,0.0,2006.0,12.0,25.0,23.0,-1.74,3.23,1.98,0.01,0.0,23,0,12,0,4.214866667,3.836866667,1.977133333,3.0446,0.486333333,5.562466667,1.547266667,3.3429555556666677,1.817198611166667,1.1622889322462846,1.781229495065476
2006-12-26 00:00:00,2.424266667,0.074033333,244.6656667,9.826666667,0.0,0.183333333,0.0,2006.0,12.0,26.0,0.0,-1.87,3.17,1.96,0.0,0.0,0,1,12,0,2.592233333,4.214866667,3.836866667,2.9126,0.999566667,4.028,0.837133333,3.547988889000001,1.9049444445,1.1366570055002017,1.7874495347440476
2006-12-26 01:00:00,2.402633333,0.125133333,241.4143333,9.896666667,0.0,0.766666667,0.0,2006.0,12.0,26.0,1.0,-2.16,3.11,1.59,0.0,0.0,1,1,12,0,2.424266667,2.592233333,4.214866667,2.224933333,1.206766667,3.2757,0.353033333,3.0771222223333337,1.9643069444999999,1.1244547143152517,1.796896756970238
2006-12-26 02:00:00,2.410933333,0.0489,245.0776667,9.763333333,0.0,0.183333333,0.0,2006.0,12.0,26.0,2.0,-2.64,3.05,1.46,0.0,0.0,2,1,12,0,2.402633333,2.424266667,2.592233333,1.783733333,0.438,2.303033333,0.327233333,2.473044444333334,2.01413472225,1.1158899485421814,1.809096756970238
2006-12-26 03:00:00,2.449066667,0.083766667,245.519,9.91,0.0,0.166666667,0.0,2006.0,12.0,26.0,3.0,-3.03,2.99,1.43,0.0,0.0,3,1,12,0,2.410933333,2.402633333,2.424266667,1.740333333,0.589966667,1.606766667,0.3083,2.412611111000001,2.0963402777916667,1.0663000040988337,1.8214997331607141
2006-12-26 04:00:00,2.9925,0.120966667,244.8775,12.17,0.0,0.783333333,8.833333333,2006.0,12.0,26.0,4.0,-3.35,2.93,1.42,0.0,0.0,4,1,12,0,2.449066667,2.410933333,2.402633333,3.872833333,0.578666667,1.5761,0.327833333,2.4208777776666675,2.1738027777916664,1.0185698624446415,1.834242391892857
2006-12-26 05:00:00,2.387733333,0.066466667,243.4246667,9.73,0.0,0.033333333,0.0,2006.0,12.0,26.0,5.0,-3.69,2.87,1.48,0.0,0.0,5,1,12,0,2.9925,2.449066667,2.410933333,2.0718,0.6201,1.6319,0.306666667,2.617500000000001,2.2743791666666664,0.9723386482302714,1.8501035030059523
2006-12-26 06:00:00,2.3882,0.067466667,243.405,9.76,0.0,0.25,0.0,2006.0,12.0,26.0,6.0,-4.03,2.81,1.58,0.0,0.0,6,1,12,0,2.387733333,2.9925,2.449066667,2.423066667,0.264066667,1.8952,0.796333333,2.6097666666666677,2.348030555541667,0.9062871517574093,1.8624908045892858
2006-12-26 07:00:00,3.136066667,0.103766667,239.2196667,13.09666667,0.0,0.333333333,2.4,2006.0,12.0,26.0,7.0,-4.22,2.75,1.64,0.0,0.0,7,1,12,0,2.3882,2.387733333,2.9925,1.6295,0.6768,1.4764,1.785633333,2.5894777776666675,2.4365361110833335,0.7902093208647031,1.8719662014166667
2006-12-26 08:00:00,2.365933333,0.079766667,239.0496667,9.896666667,0.0,0.0,12.55,2006.0,12.0,26.0,8.0,-3.7,2.69,2.35,0.0,0.05,8,1,12,0,3.136066667,2.3882,2.387733333,1.977133333,2.6111,1.427766667,3.879033333,2.637333333333334,2.539005555541667,0.7071860912721345,1.8800044950714283
2006-12-26 09:00:00,3.545066667,0.1134,237.2873333,14.92666667,0.0,9.216666667,15.0,2006.0,12.0,26.0,9.0,-2.82,2.81,2.36,0.0,0.1,9,1,12,0,2.365933333,3.136066667,2.3882,3.836866667,1.493466667,2.725666667,1.617766667,2.6300666666666674,2.52879027775,0.7078697926365004,1.870997947452381
2006-12-26 10:00:00,4.0419,0.065233333,237.3516667,16.99,0.0,0.0,17.26666667,2006.0,12.0,26.0,10.0,-1.61,2.93,1.96,0.0,0.25,10,1,12,0,3.545066667,2.365933333,3.136066667,4.214866667,1.915666667,2.675333333,0.437133333,3.015688889000001,2.6142736110833336,0.7012528201983282,1.8824699712619046
2006-12-26 11:00:00,2.373533333,0.066066667,239.1793333,9.906666667,0.0,0.0,17.53333333,2006.0,12.0,26.0,11.0,-0.52,3.05,1.48,0.0,0.3,11,1,12,0,4.0419,3.545066667,2.365933333,2.592233333,3.0446,2.092933333,2.321633333,3.3176333333333345,2.7028666666250003,0.7422665888864904,1.9039269157083336
2006-12-26 12:00:00,2.4647,0.0967,239.4145,10.33333333,0.0,0.566666667,17.56666667,2006.0,12.0,26.0,12.0,-0.06,3.11,0.99,0.0,0.3,12,1,12,0,2.373533333,4.0419,3.545066667,2.424266667,2.9126,1.5,0.430666667,3.3201666666666676,2.6749055555,0.7414729128220858,1.9042358442797618
2006-12-26 13:00:00,2.8868,0.160933333,239.661,12.11333333,0.0,0.0,17.58333333,2006.0,12.0,26.0,13.0,-0.1,3.17,0.62,0.0,0.17,13,1,12,0,2.4647,2.373533333,4.0419,2.402633333,2.224933333,3.239933333,0.300466667,2.9600444443333345,2.6562430554999996,0.7408666089875066,1.916343185547619
2006-12-26 14:00:00,3.8266,0.178033333,243.3256667,15.82666667,0.0,26.05,18.13333333,2006.0,12.0,26.0,14.0,-0.66,3.17,0.37,0.0,0.08,14,1,12,0,2.8868,2.4647,2.373533333,2.410933333,1.783733333,1.371533333,0.302133333,2.5750111110000007,2.683820833291667,0.7364188393327001,1.9317380268154762
2006-12-26 15:00:00,2.6296,0.100833333,245.3138333,10.75,0.0,0.633333333,18.4,2006.0,12.0,26.0,15.0,-1.6,3.11,0.18,0.01,0.02,15,1,12,0,3.8266,2.8868,2.4647,2.449066667,1.740333333,3.096833333,0.421366667,3.0593666666666675,2.76894027775,0.7458607895270081,1.9527169950714287
2006-12-26 16:00:00,3.450733333,0.235066667,241.1766667,14.40333333,0.0,0.416666667,17.81666667,2006.0,12.0,26.0,16.0,-2.31,3.05,0.21,0.01,0.0,16,1,12,0,2.6296,3.8266,2.8868,2.9925,3.872833333,2.007133333,1.372133333,3.114333333333334,2.805993055541667,0.7139457099425706,1.9658612411011904
2006-12-26 17:00:00,3.342333333,0.1036,237.8711667,14.06,0.0,0.766666667,17.33333333,2006.0,12.0,26.0,17.0,-2.67,2.99,0.4,0.01,0.0,17,1,12,0,3.450733333,2.6296,3.8266,2.387733333,2.0718,1.6865,2.1115,3.302311111000001,2.788405555541667,0.6913642194073188,1.9782338601488096
2006-12-26 18:00:00,3.2467,0.1835,239.4218333,13.57,0.0,0.166666667,17.55,2006.0,12.0,26.0,18.0,-2.95,2.87,0.88,0.01,0.0,18,1,12,0,3.342333333,3.450733333,2.6296,2.3882,2.423066667,0.5052,2.2047,3.1408888886666673,2.841344444416667,0.6826959017028509,1.9855602490357143
2006-12-26 19:00:00,3.034,0.244633333,239.4535,12.67,0.0,0.366666667,17.56666667,2006.0,12.0,26.0,19.0,-3.45,2.81,1.19,0.01,0.0,19,1,12,0,3.2467,3.342333333,3.450733333,3.136066667,1.6295,0.454033333,1.8421,3.3465888886666675,2.875662499958334,0.6814558041599892,1.991762629988095
2006-12-26 20:00:00,3.479,0.1581,240.9353333,14.51,8.516666667,0.566666667,17.76666667,2006.0,12.0,26.0,20.0,-4.03,2.69,1.34,0.01,0.0,20,1,12,0,3.034,3.2467,3.342333333,2.365933333,1.977133333,0.4741,2.940533333,3.2076777776666674,2.9341833332916667,0.627996939093106,1.998857272845238
2006-12-26 21:00:00,2.6584,0.093366667,240.8528333,11.14333333,9.583333333,0.166666667,16.35,2006.0,12.0,26.0,21.0,-4.35,2.56,1.43,0.01,0.0,21,1,12,0,3.479,3.034,3.2467,3.545066667,3.836866667,0.484033333,1.442866667,3.253233333333334,2.9967611110833334,0.6028065013440773,2.002062431577381
2006-12-26 22:00:00,0.8636,0.102466667,244.5923333,3.763333333,0.0,0.6,0.0,2006.0,12.0,26.0,22.0,-4.54,2.5,1.49,0.01,0.0,22,1,12,0,2.6584,3.479,3.034,4.0419,4.214866667,0.479766667,0.72,3.057133333333334,2.947658333291667,0.5789227441501084,2.009297749035714
2006-12-26 23:00:00,0.7682,0.0795,246.5203333,3.333333333,0.0,0.0,0.0,2006.0,12.0,26.0,23.0,-4.74,2.5,1.45,0.0,0.0,23,1,12,0,0.8636,2.6584,3.479,2.373533333,2.592233333,0.486333333,0.3837,2.3336666666666677,2.8080222221666666,0.6586550801440033,2.0101525109404763
2006-12-27 00:00:00,0.482966667,0.106433333,247.7678333,2.213333333,0.0,0.0,0.0,2006.0,12.0,27.0,0.0,-5.05,2.44,1.05,0.0,0.0,0,2,12,0,0.7682,0.8636,2.6584,2.4647,2.424266667,0.999566667,0.459833333,1.4300666666666675,2.7320208332916667,0.7788980684130251,2.0124412014166664
